frame,tipo_objeto,confianza,id_tracking,x1,y1,x2,y2,mx1,my1,mx2,my2,confianza_matricula,texto_matricula
1033,car,0.63,57,1353,324,1395,355,,,,,,
1034,car,0.81,51,1300,318,1352,359,,,,,,
1034,car,0.68,54,1425,323,1513,383,,,,,,
1034,car,0.61,55,1183,317,1232,341,,,,,,
1034,car,0.63,57,1352,324,1395,355,,,,,,
1035,car,0.8,51,1300,319,1352,359,,,,,,
1035,car,0.7,54,1425,324,1512,382,,,,,,
1035,car,0.61,55,1183,316,1232,341,,,,,,
1035,car,0.64,57,1351,324,1395,355,,,,,,
1036,car,0.8,51,1300,319,1351,359,,,,,,
1036,car,0.7,54,1426,324,1512,382,,,,,,
1036,car,0.61,55,1183,316,1232,341,,,,,,
1036,car,0.64,57,1351,324,1395,356,,,,,,
1037,car,0.78,51,1300,319,1351,359,,,,,,
1037,car,0.7,54,1426,324,1512,382,,,,,,
1037,car,0.62,55,1183,316,1232,341,,,,,,
1037,car,0.64,57,1350,324,1395,356,,,,,,
1038,car,0.79,51,1300,319,1351,359,,,,,,
1038,car,0.69,54,1426,324,1512,383,,,,,,
1038,car,0.62,55,1183,316,1232,341,,,,,,
1038,car,0.64,57,1349,324,1395,356,,,,,,
1039,car,0.79,51,1299,319,1350,359,,,,,,
1039,car,0.68,54,1426,324,1512,383,,,,,,
1039,car,0.62,55,1183,316,1231,341,,,,,,
1039,car,0.64,57,1349,324,1395,356,,,,,,
1040,car,0.78,51,1299,319,1350,358,,,,,,
1040,car,0.69,54,1425,323,1512,383,,,,,,
1040,car,0.62,55,1183,315,1231,341,,,,,,
1040,car,0.63,57,1349,324,1395,356,,,,,,
1041,car,0.77,51,1299,319,1349,358,,,,,,
1041,car,0.68,54,1425,323,1513,383,,,,,,
1041,car,0.62,55,1182,316,1230,341,,,,,,
1041,car,0.64,57,1349,324,1395,356,,,,,,
1042,car,0.78,51,1299,319,1349,358,,,,,,
1042,car,0.67,54,1425,323,1513,383,,,,,,
1042,car,0.62,55,1182,316,1230,341,,,,,,
1042,car,0.64,57,1349,324,1395,356,,,,,,
1043,car,0.78,51,1298,319,1349,358,,,,,,
1043,car,0.68,54,1425,323,1513,383,,,,,,
1043,car,0.64,55,1181,316,1230,341,,,,,,
1043,car,0.65,57,1349,324,1395,356,,,,,,
1044,car,0.78,51,1298,319,1348,358,,,,,,
1044,car,0.69,54,1425,323,1513,383,,,,,,
1044,car,0.65,55,1181,316,1229,341,,,,,,
1044,car,0.65,57,1349,324,1395,356,,,,,,
1045,car,0.77,51,1298,319,1348,358,,,,,,
1045,car,0.69,54,1425,322,1513,383,,,,,,
1045,car,0.64,55,1181,316,1229,341,,,,,,
1045,car,0.65,57,1348,324,1395,356,,,,,,
1046,car,0.79,51,1298,319,1347,358,,,,,,
1046,car,0.62,54,1425,323,1513,383,,,,,,
1046,car,0.64,55,1181,316,1229,341,,,,,,
1046,car,0.64,57,1347,324,1395,356,,,,,,
1047,car,0.79,51,1297,319,1346,358,,,,,,
1047,car,0.62,54,1425,323,1513,383,,,,,,
1047,car,0.63,55,1180,315,1229,342,,,,,,
1047,car,0.64,57,1346,324,1395,356,,,,,,
1048,car,0.79,51,1297,319,1346,358,,,,,,
1048,car,0.62,54,1425,323,1513,383,,,,,,
1048,car,0.63,55,1180,315,1230,342,,,,,,
1048,car,0.64,57,1345,324,1395,356,,,,,,
1049,car,0.78,51,1297,319,1345,358,,,,,,
1049,car,0.61,54,1425,323,1513,383,,,,,,
1049,car,0.63,55,1180,315,1230,342,,,,,,
1049,car,0.63,57,1345,324,1394,355,,,,,,
1050,car,0.77,51,1296,319,1345,358,,,,,,
1050,car,0.62,54,1425,323,1513,383,,,,,,
1050,car,0.63,55,1180,315,1230,342,,,,,,
1050,car,0.62,57,1345,324,1394,355,,,,,,
1051,car,0.77,51,1296,319,1345,358,,,,,,
1051,car,0.64,55,1180,315,1230,342,,,,,,
1051,car,0.61,57,1345,324,1394,355,,,,,,
1052,car,0.76,51,1296,319,1345,358,,,,,,
1052,car,0.64,55,1179,315,1230,342,,,,,,
1052,car,0.61,57,1344,324,1394,355,,,,,,
1052,car,0.61,54,1426,323,1513,384,,,,,,
1053,car,0.74,51,1294,319,1345,358,,,,,,
1053,car,0.65,55,1179,315,1231,342,,,,,,
1053,car,0.61,57,1344,324,1394,355,,,,,,
1053,car,0.61,54,1426,323,1513,384,,,,,,
1054,car,0.74,51,1294,319,1345,358,,,,,,
1054,car,0.65,55,1179,315,1231,342,,,,,,
1054,car,0.61,57,1343,324,1394,355,,,,,,
1054,car,0.61,54,1426,323,1513,384,,,,,,
1055,car,0.73,51,1294,320,1344,357,,,,,,
1055,car,0.66,55,1179,315,1231,342,,,,,,
1055,car,0.62,57,1343,324,1394,355,,,,,,
1056,car,0.73,51,1292,321,1344,357,,,,,,
1056,car,0.67,55,1178,315,1230,342,,,,,,
1056,car,0.62,57,1343,324,1394,355,,,,,,
1057,car,0.72,51,1292,321,1343,357,,,,,,
1057,car,0.67,55,1178,315,1229,342,,,,,,
1057,car,0.63,57,1342,324,1394,355,,,,,,
1058,car,0.72,51,1291,321,1342,357,,,,,,
1058,car,0.67,55,1177,315,1225,342,,,,,,
1058,car,0.62,57,1341,324,1394,355,,,,,,
1059,car,0.72,51,1290,320,1342,356,,,,,,
1059,car,0.67,55,1177,315,1224,342,,,,,,
1059,car,0.62,57,1341,324,1394,355,,,,,,
1060,car,0.72,51,1290,319,1342,356,,,,,,
1060,car,0.67,55,1177,315,1224,342,,,,,,
1060,car,0.62,57,1341,324,1394,355,,,,,,
1061,car,0.73,51,1289,319,1342,356,,,,,,
1061,car,0.67,55,1177,316,1220,342,,,,,,
1061,car,0.62,57,1341,324,1394,355,,,,,,
1062,car,0.73,51,1290,318,1342,356,,,,,,
1062,car,0.67,55,1177,316,1218,341,,,,,,
1062,car,0.62,57,1341,324,1394,355,,,,,,
1063,car,0.71,51,1290,318,1342,356,,,,,,
1063,car,0.66,55,1176,316,1216,341,,,,,,
1063,car,0.63,57,1341,324,1394,354,,,,,,
1064,car,0.72,51,1289,318,1341,356,,,,,,
1064,car,0.66,55,1176,316,1216,342,,,,,,
1064,car,0.62,57,1340,324,1394,354,,,,,,
1064,car,0.64,54,1426,324,1513,384,,,,,,
1065,car,0.72,51,1289,318,1341,356,,,,,,
1065,car,0.66,55,1176,317,1215,342,,,,,,
1065,car,0.63,57,1340,324,1394,354,,,,,,
1065,car,0.64,54,1426,323,1513,384,,,,,,
1066,car,0.72,51,1289,318,1341,355,,,,,,
1066,car,0.66,55,1176,317,1215,342,,,,,,
1066,car,0.64,57,1340,324,1394,354,,,,,,
1066,car,0.63,54,1426,323,1513,384,,,,,,
1067,car,0.72,51,1289,317,1341,355,,,,,,
1067,car,0.67,55,1176,316,1215,342,,,,,,
1067,car,0.63,57,1340,324,1394,354,,,,,,
1067,car,0.64,54,1426,324,1513,384,,,,,,
1068,car,0.72,51,1288,317,1341,355,,,,,,
1068,car,0.68,55,1176,316,1215,342,,,,,,
1068,car,0.63,57,1340,324,1394,354,,,,,,
1069,car,0.71,51,1288,318,1341,355,,,,,,
1069,car,0.68,55,1175,316,1215,342,,,,,,
1069,car,0.64,57,1340,324,1394,354,,,,,,
1069,car,0.6,54,1425,323,1511,383,,,,,,
1070,car,0.7,51,1288,318,1341,354,,,,,,
1070,car,0.68,55,1175,316,1215,342,,,,,,
1070,car,0.64,57,1340,324,1394,354,,,,,,
1071,car,0.71,51,1287,318,1341,354,,,,,,
1071,car,0.68,55,1175,315,1215,342,,,,,,
1071,car,0.65,57,1341,324,1394,354,,,,,,
1071,car,0.64,54,1426,323,1512,384,,,,,,
1072,car,0.71,51,1287,318,1341,354,,,,,,
1072,car,0.68,55,1175,315,1215,342,,,,,,
1072,car,0.64,57,1341,324,1394,354,,,,,,
1072,car,0.67,54,1426,323,1513,384,,,,,,
1073,car,0.72,51,1286,318,1341,354,,,,,,
1073,car,0.69,55,1175,315,1215,342,,,,,,
1073,car,0.64,57,1341,324,1394,354,,,,,,
1073,car,0.66,54,1426,323,1513,384,,,,,,
1074,car,0.7,51,1286,318,1341,353,,,,,,
1074,car,0.68,55,1174,315,1215,342,,,,,,
1074,car,0.64,57,1341,324,1394,354,,,,,,
1074,car,0.65,54,1426,323,1513,384,,,,,,
1075,car,0.72,51,1285,318,1342,354,,,,,,
1075,car,0.66,55,1174,316,1214,342,,,,,,
1075,car,0.64,57,1342,324,1395,354,,,,,,
1075,car,0.64,54,1426,323,1513,384,,,,,,
1076,car,0.74,51,1285,318,1342,354,,,,,,
1076,car,0.65,55,1174,316,1214,342,,,,,,
1076,car,0.64,57,1342,324,1395,355,,,,,,
1076,car,0.65,54,1426,323,1513,384,,,,,,
1077,car,0.74,51,1284,318,1342,354,,,,,,
1077,car,0.65,55,1173,316,1214,342,,,,,,
1077,car,0.64,57,1342,324,1395,355,,,,,,
1077,car,0.65,54,1426,323,1513,384,,,,,,
1078,car,0.75,51,1284,318,1342,354,,,,,,
1078,car,0.64,55,1173,316,1214,342,,,,,,
1078,car,0.63,57,1342,324,1395,355,,,,,,
1078,car,0.66,54,1426,323,1513,384,,,,,,
1079,car,0.75,51,1283,318,1342,353,,,,,,
1079,car,0.64,55,1173,316,1214,342,,,,,,
1079,car,0.63,57,1342,324,1395,355,,,,,,
1079,car,0.66,54,1426,323,1513,384,,,,,,
1080,car,0.74,51,1283,318,1343,353,,,,,,
1080,car,0.63,55,1173,316,1214,342,,,,,,
1080,car,0.63,57,1342,324,1395,355,,,,,,
1080,car,0.65,54,1426,323,1513,384,,,,,,
1081,car,0.73,51,1283,318,1343,353,,,,,,
1081,car,0.63,55,1172,316,1213,343,,,,,,
1081,car,0.62,57,1342,324,1395,355,,,,,,
1081,car,0.66,54,1425,324,1512,383,,,,,,
1082,car,0.72,51,1283,318,1343,353,,,,,,
1082,car,0.64,55,1171,316,1213,343,,,,,,
1082,car,0.62,57,1342,324,1395,355,,,,,,
1082,car,0.66,54,1425,324,1512,383,,,,,,
1083,car,0.72,51,1284,318,1343,353,,,,,,
1083,car,0.63,55,1171,316,1213,343,,,,,,
1083,car,0.62,57,1342,324,1395,355,,,,,,
1083,car,0.66,54,1424,324,1512,383,,,,,,
1084,car,0.7,51,1284,318,1342,353,,,,,,
1084,car,0.63,55,1170,316,1213,343,,,,,,
1084,car,0.62,57,1341,324,1395,355,,,,,,
1084,car,0.66,54,1425,323,1513,384,,,,,,
1085,car,0.7,51,1284,318,1342,352,,,,,,
1085,car,0.63,55,1170,316,1213,343,,,,,,
1085,car,0.62,57,1341,324,1395,355,,,,,,
1085,car,0.66,54,1425,323,1513,384,,,,,,
1086,car,0.69,51,1283,318,1341,352,,,,,,
1086,car,0.62,55,1170,316,1213,344,,,,,,
1086,car,0.61,57,1341,324,1395,355,,,,,,
1086,car,0.65,54,1425,323,1513,384,,,,,,
1087,car,0.7,51,1282,318,1341,352,,,,,,
1087,car,0.62,55,1170,316,1212,344,,,,,,
1087,car,0.6,57,1341,324,1395,355,,,,,,
1087,car,0.64,54,1425,323,1512,383,,,,,,
1088,car,0.69,51,1282,318,1341,351,,,,,,
1088,car,0.62,55,1170,316,1212,344,,,,,,
1088,car,0.61,57,1341,324,1395,355,,,,,,
1088,car,0.64,54,1425,324,1512,383,,,,,,
1089,car,0.69,51,1282,318,1341,351,,,,,,
1089,car,0.62,55,1170,315,1211,343,,,,,,
1089,car,0.62,57,1342,324,1395,355,,,,,,
1089,car,0.68,54,1425,324,1512,383,,,,,,
1090,car,0.7,51,1282,318,1341,351,,,,,,
1090,car,0.62,55,1169,315,1212,343,,,,,,
1090,car,0.63,57,1342,324,1395,355,,,,,,
1090,car,0.68,54,1425,324,1512,383,,,,,,
1091,car,0.7,51,1282,318,1341,351,,,,,,
1091,car,0.62,55,1169,315,1212,343,,,,,,
1091,car,0.63,57,1341,324,1395,355,,,,,,
1091,car,0.67,54,1424,324,1512,383,,,,,,
1092,car,0.69,51,1282,318,1341,351,,,,,,
1092,car,0.64,55,1168,315,1213,344,,,,,,
1092,car,0.62,57,1341,324,1395,355,,,,,,
1092,car,0.7,54,1425,324,1512,383,,,,,,
1093,car,0.68,51,1281,318,1341,351,,,,,,
1093,car,0.64,55,1168,315,1213,344,,,,,,
1093,car,0.62,57,1341,324,1395,355,,,,,,
1093,car,0.7,54,1424,324,1512,383,,,,,,
1094,car,0.65,51,1281,318,1341,351,,,,,,
1094,car,0.65,55,1167,315,1213,344,,,,,,
1094,car,0.62,57,1341,324,1395,355,,,,,,
1094,car,0.69,54,1424,324,1512,383,,,,,,
1095,car,0.64,51,1281,318,1340,351,,,,,,
1095,car,0.66,55,1167,315,1214,344,,,,,,
1095,car,0.61,57,1341,324,1395,355,,,,,,
1095,car,0.69,54,1424,324,1512,383,,,,,,
1095,person,0.8,59,0,270,61,515,,,,,,
1096,car,0.63,51,1281,318,1340,351,,,,,,
1096,car,0.67,55,1166,315,1215,344,,,,,,
1096,car,0.61,57,1341,324,1395,355,,,,,,
1096,car,0.69,54,1424,324,1512,383,,,,,,
1096,person,0.84,59,0,266,64,517,,,,,,
1097,car,0.63,51,1281,318,1340,351,,,,,,
1097,car,0.67,55,1166,315,1215,344,,,,,,
1097,car,0.61,57,1341,324,1395,355,,,,,,
1097,car,0.69,54,1424,324,1512,383,,,,,,
1097,person,0.84,59,0,264,65,518,,,,,,
1098,car,0.63,51,1281,318,1341,351,,,,,,
1098,car,0.67,55,1166,315,1215,344,,,,,,
1098,car,0.6,57,1341,324,1395,355,,,,,,
1098,car,0.68,54,1425,324,1512,383,,,,,,
1098,person,0.83,59,0,252,67,517,,,,,,
1099,car,0.67,51,1281,317,1342,352,,,,,,
1099,car,0.69,55,1166,315,1215,344,,,,,,
1099,car,0.6,57,1341,324,1395,355,,,,,,
1099,car,0.67,54,1425,324,1512,383,,,,,,
1099,person,0.81,59,0,240,69,517,,,,,,
1100,car,0.64,51,1282,318,1342,351,,,,,,
1100,car,0.69,55,1165,315,1214,344,,,,,,
1100,car,0.6,57,1340,324,1395,355,,,,,,
1100,car,0.66,54,1425,324,1512,383,,,,,,
1100,person,0.83,59,0,233,71,517,,,,,,
1101,car,0.7,55,1165,315,1214,344,,,,,,
1101,car,0.65,54,1425,324,1512,382,,,,,,
1101,person,0.84,59,0,230,73,519,,,,,,
1102,car,0.69,55,1165,315,1213,345,,,,,,
1102,car,0.65,54,1425,323,1513,383,,,,,,
1102,person,0.84,59,0,228,74,520,,,,,,
1103,car,0.69,55,1165,315,1213,345,,,,,,
1103,car,0.64,54,1425,323,1513,383,,,,,,
1103,person,0.83,59,0,228,74,520,,,,,,
1103,car,0.61,51,1281,318,1343,351,,,,,,
1104,car,0.7,55,1165,315,1214,345,,,,,,
1104,car,0.67,54,1425,323,1512,383,,,,,,
1104,person,0.88,59,0,228,75,520,,,,,,
1104,car,0.63,51,1281,318,1343,351,,,,,,
1105,car,0.69,55,1165,315,1214,345,,,,,,
1105,car,0.68,54,1425,323,1512,383,,,,,,
1105,person,0.89,59,0,229,77,521,,,,,,
1105,car,0.65,51,1279,318,1343,351,,,,,,
1106,car,0.7,55,1165,315,1214,346,,,,,,
1106,car,0.69,54,1425,323,1512,383,,,,,,
1106,person,0.9,59,0,229,80,520,,,,,,
1107,car,0.7,55,1164,315,1214,346,,,,,,
1107,car,0.69,54,1425,323,1512,383,,,,,,
1107,person,0.89,59,0,231,91,520,,,,,,
1108,car,0.72,55,1163,314,1214,347,,,,,,
1108,car,0.7,54,1425,323,1512,383,,,,,,
1108,person,0.88,59,0,232,104,520,,,,,,
1109,car,0.72,55,1163,314,1214,347,,,,,,
1109,car,0.7,54,1425,323,1512,383,,,,,,
1109,person,0.88,59,0,233,109,520,,,,,,
1110,car,0.72,55,1163,314,1214,348,,,,,,
1110,car,0.69,54,1426,323,1512,384,,,,,,
1110,person,0.89,59,0,235,115,520,,,,,,
1111,car,0.72,55,1163,314,1214,348,,,,,,
1111,car,0.7,54,1426,323,1512,384,,,,,,
1111,person,0.91,59,0,237,124,518,,,,,,
1112,car,0.74,55,1162,315,1214,349,,,,,,
1112,car,0.68,54,1425,323,1512,384,,,,,,
1112,person,0.92,59,1,237,130,519,,,,,,
1112,car,0.6,57,1340,324,1395,355,,,,,,
1113,car,0.74,55,1162,315,1214,349,,,,,,
1113,car,0.68,54,1425,323,1512,383,,,,,,
1113,person,0.91,59,2,237,130,519,,,,,,
1113,car,0.6,61,1392,323,1447,363,,,,,,
1114,car,0.75,55,1161,315,1214,349,,,,,,
1114,car,0.67,54,1424,323,1512,383,,,,,,
1114,person,0.89,59,6,237,129,518,,,,,,
1114,car,0.6,61,1392,323,1447,363,,,,,,
1115,car,0.75,55,1161,315,1214,349,,,,,,
1115,car,0.67,54,1424,323,1512,382,,,,,,
1115,person,0.89,59,7,237,129,518,,,,,,
1115,car,0.6,61,1392,323,1447,363,,,,,,
1116,car,0.76,55,1161,315,1213,350,,,,,,
1116,car,0.66,54,1425,323,1512,383,,,,,,
1116,person,0.9,59,13,236,127,515,,,,,,
1116,car,0.6,61,1391,323,1447,363,,,,,,
1117,car,0.77,55,1161,315,1213,350,,,,,,
1117,car,0.66,54,1424,323,1512,383,,,,,,
1117,person,0.86,59,23,236,130,512,,,,,,
1118,car,0.78,55,1161,315,1213,350,,,,,,
1118,car,0.63,54,1425,323,1512,383,,,,,,
1118,person,0.86,59,35,236,136,509,,,,,,
1119,car,0.78,55,1160,315,1213,350,,,,,,
1119,car,0.63,54,1426,323,1512,384,,,,,,
1119,person,0.86,59,47,237,143,508,,,,,,
1119,car,0.6,57,1340,324,1395,355,,,,,,
1120,car,0.78,55,1160,315,1213,351,,,,,,
1120,person,0.89,59,52,237,150,507,,,,,,
1121,car,0.78,55,1160,314,1213,351,,,,,,
1121,person,0.89,59,53,237,153,506,,,,,,
1121,person,0.62,62,0,300,31,410,,,,,,
1122,car,0.77,55,1160,314,1213,351,,,,,,
1122,person,0.88,59,57,237,160,507,,,,,,
1122,person,0.72,62,0,301,34,484,,,,,,
1123,car,0.77,55,1160,314,1212,351,,,,,,
1123,person,0.89,59,59,238,168,507,,,,,,
1123,person,0.74,62,0,299,41,508,,,,,,
1123,car,0.61,51,1301,319,1343,349,,,,,,
1124,car,0.78,55,1160,314,1212,351,,,,,,
1124,person,0.87,59,55,240,173,506,,,,,,
1124,person,0.79,62,0,291,47,511,,,,,,
1124,car,0.63,51,1301,319,1343,350,,,,,,
1125,car,0.78,55,1160,314,1212,351,,,,,,
1125,person,0.83,59,57,240,181,505,,,,,,
1125,person,0.84,62,0,297,53,509,,,,,,
1125,car,0.63,51,1300,319,1344,350,,,,,,
1126,car,0.77,55,1159,314,1212,351,,,,,,
1126,person,0.84,59,61,241,189,505,,,,,,
1126,person,0.82,62,0,289,59,506,,,,,,
1126,car,0.62,51,1300,319,1344,350,,,,,,
1127,car,0.77,55,1159,314,1212,351,,,,,,
1127,person,0.84,59,63,241,192,505,,,,,,
1127,person,0.82,62,0,286,61,505,,,,,,
1127,car,0.62,51,1300,319,1344,350,,,,,,
1128,car,0.77,55,1159,314,1212,351,,,,,,
1128,person,0.85,59,73,242,196,503,,,,,,
1128,person,0.84,62,0,273,64,504,,,,,,
1128,car,0.61,51,1300,319,1344,350,,,,,,
1129,car,0.76,55,1159,314,1212,352,,,,,,
1129,person,0.86,59,73,243,200,503,,,,,,
1129,person,0.85,62,0,266,66,504,,,,,,
1129,car,0.62,51,1300,319,1344,350,,,,,,
1129,car,0.61,54,1426,323,1512,384,,,,,,
1130,car,0.76,55,1159,314,1212,352,,,,,,
1130,person,0.9,59,78,245,204,503,,,,,,
1130,person,0.82,62,0,263,68,505,,,,,,
1130,car,0.63,51,1301,319,1344,350,,,,,,
1130,car,0.62,54,1426,323,1512,384,,,,,,
1131,car,0.76,55,1158,314,1213,353,,,,,,
1131,person,0.89,59,85,244,205,502,,,,,,
1131,person,0.86,62,0,262,72,503,,,,,,
1131,car,0.64,51,1301,319,1344,350,,,,,,
1131,car,0.63,54,1426,323,1512,384,,,,,,
1132,car,0.74,55,1158,314,1213,353,,,,,,
1132,person,0.88,59,94,242,206,501,,,,,,
1132,person,0.84,62,0,262,74,502,,,,,,
1132,car,0.67,51,1301,320,1343,350,,,,,,
1133,car,0.74,55,1158,314,1213,354,,,,,,
1133,person,0.88,59,97,242,205,500,,,,,,
1133,person,0.84,62,0,263,75,501,,,,,,
1133,car,0.67,51,1301,320,1343,350,,,,,,
1134,car,0.73,55,1158,314,1213,354,,,,,,
1134,person,0.88,59,106,241,206,500,,,,,,
1134,person,0.85,62,0,258,78,499,,,,,,
1134,car,0.67,51,1302,320,1343,350,,,,,,
1135,car,0.73,55,1158,314,1213,354,,,,,,
1135,person,0.86,59,115,241,208,499,,,,,,
1135,person,0.87,62,0,253,80,499,,,,,,
1135,car,0.68,51,1302,320,1343,350,,,,,,
1136,car,0.74,55,1158,314,1213,355,,,,,,
1136,person,0.87,59,119,240,212,500,,,,,,
1136,person,0.87,62,2,252,82,498,,,,,,
1136,car,0.68,51,1301,320,1343,350,,,,,,
1137,car,0.74,55,1157,314,1213,355,,,,,,
1137,person,0.89,59,125,241,218,499,,,,,,
1137,person,0.84,62,2,256,88,496,,,,,,
1137,car,0.68,51,1301,320,1343,350,,,,,,
1138,car,0.74,55,1157,314,1213,355,,,,,,
1138,person,0.86,59,129,240,230,499,,,,,,
1138,person,0.83,62,3,258,99,496,,,,,,
1138,car,0.68,51,1301,320,1343,350,,,,,,
1138,car,0.61,64,1257,317,1300,348,,,,,,
1139,car,0.74,55,1157,314,1213,355,,,,,,
1139,person,0.86,59,130,240,234,499,,,,,,
1139,person,0.83,62,2,259,103,495,,,,,,
1139,car,0.68,51,1301,320,1343,350,,,,,,
1139,car,0.61,64,1257,317,1300,348,,,,,,
1140,car,0.75,55,1157,313,1213,355,,,,,,
1140,person,0.83,59,133,243,242,501,,,,,,
1140,person,0.83,62,2,260,110,495,,,,,,
1140,car,0.69,51,1302,320,1343,350,,,,,,
1140,car,0.61,64,1256,317,1299,347,,,,,,
1141,car,0.76,55,1156,313,1213,356,,,,,,
1141,person,0.88,59,142,243,248,501,,,,,,
1141,person,0.84,62,6,261,115,494,,,,,,
1141,car,0.69,51,1302,320,1343,350,,,,,,
1141,car,0.62,64,1256,317,1299,347,,,,,,
1142,car,0.77,55,1154,313,1213,357,,,,,,
1142,person,0.89,59,147,244,252,500,,,,,,
1142,person,0.86,62,13,261,118,494,,,,,,
1142,car,0.69,51,1302,320,1343,349,,,,,,
1142,car,0.62,64,1255,317,1298,347,,,,,,
1143,car,0.76,55,1153,313,1213,357,,,,,,
1143,person,0.85,59,151,246,253,498,,,,,,
1143,person,0.86,62,18,260,121,494,,,,,,
1143,car,0.69,51,1302,320,1343,349,,,,,,
1143,car,0.64,64,1254,317,1297,347,,,,,,
1144,car,0.75,55,1152,313,1213,358,,,,,,
1144,person,0.87,59,155,248,253,497,,,,,,
1144,person,0.86,62,23,261,118,493,,,,,,
1144,car,0.69,51,1302,320,1343,349,,,,,,
1144,car,0.64,64,1254,317,1296,347,,,,,,
1144,car,0.6,54,1424,323,1513,382,,,,,,
1145,car,0.75,55,1152,313,1213,358,,,,,,
1145,person,0.87,59,156,249,252,497,,,,,,
1145,person,0.86,62,24,262,116,492,,,,,,
1145,car,0.69,51,1302,320,1343,349,,,,,,
1145,car,0.64,64,1254,317,1295,347,,,,,,
1145,car,0.6,54,1424,323,1513,382,,,,,,
1146,car,0.76,55,1151,313,1213,358,,,,,,
1146,person,0.87,59,159,248,250,496,,,,,,
1146,person,0.89,62,28,262,115,492,,,,,,
1146,car,0.69,51,1302,320,1343,349,,,,,,
1146,car,0.65,64,1254,317,1294,346,,,,,,
1146,car,0.62,54,1424,323,1513,382,,,,,,
1147,car,0.77,55,1152,312,1213,358,,,,,,
1147,person,0.84,59,164,248,251,494,,,,,,
1147,person,0.84,62,33,260,119,491,,,,,,
1147,car,0.69,51,1302,320,1343,349,,,,,,
1147,car,0.66,64,1253,317,1292,346,,,,,,
1147,car,0.63,54,1424,323,1513,382,,,,,,
1148,car,0.78,55,1152,312,1213,358,,,,,,
1148,person,0.86,59,170,247,253,491,,,,,,
1148,person,0.83,62,39,260,124,489,,,,,,
1148,car,0.68,51,1303,320,1343,349,,,,,,
1148,car,0.66,64,1253,317,1291,346,,,,,,
1148,car,0.63,54,1424,324,1512,382,,,,,,
1149,car,0.78,55,1151,312,1213,359,,,,,,
1149,person,0.87,59,176,245,256,489,,,,,,
1149,person,0.84,62,45,261,129,487,,,,,,
1149,car,0.69,51,1303,320,1343,349,,,,,,
1149,car,0.66,64,1252,317,1290,346,,,,,,
1149,car,0.65,54,1424,324,1512,382,,,,,,
1149,car,0.61,57,1340,324,1395,355,,,,,,
1150,car,0.79,55,1150,312,1212,359,,,,,,
1150,person,0.85,59,182,246,263,487,,,,,,
1150,person,0.82,62,50,258,137,486,,,,,,
1150,car,0.69,51,1303,319,1343,349,,,,,,
1150,car,0.66,64,1250,317,1289,346,,,,,,
1150,car,0.65,54,1424,324,1512,382,,,,,,
1150,car,0.6,57,1340,324,1395,355,,,,,,
1151,car,0.79,55,1150,312,1212,360,,,,,,
1151,person,0.85,59,184,246,265,487,,,,,,
1151,person,0.82,62,52,256,140,485,,,,,,
1151,car,0.69,51,1303,319,1343,349,,,,,,
1151,car,0.66,64,1249,316,1289,346,,,,,,
1151,car,0.64,54,1424,324,1512,382,,,,,,
1151,car,0.6,57,1340,324,1395,355,,,,,,
1152,car,0.79,55,1150,312,1213,359,,,,,,
1152,person,0.86,59,185,245,269,487,,,,,,
1152,person,0.84,62,56,256,144,485,,,,,,
1152,car,0.69,51,1303,320,1343,349,,,,,,
1152,car,0.67,64,1249,316,1289,346,,,,,,
1152,car,0.65,54,1424,324,1512,382,,,,,,
1152,car,0.6,57,1340,324,1395,355,,,,,,
1153,car,0.8,55,1149,312,1213,360,,,,,,
1153,person,0.9,59,186,245,276,488,,,,,,
1153,person,0.84,62,59,256,149,485,,,,,,
1153,car,0.7,51,1303,320,1343,349,,,,,,
1153,car,0.67,64,1249,316,1289,346,,,,,,
1153,car,0.68,54,1424,324,1512,382,,,,,,
1153,car,0.61,57,1340,324,1395,355,,,,,,
1154,car,0.78,55,1149,312,1213,359,,,,,,
1154,person,0.92,59,183,245,283,488,,,,,,
1154,person,0.85,62,63,258,156,484,,,,,,
1154,car,0.7,51,1303,320,1343,349,,,,,,
1154,car,0.66,64,1249,316,1289,346,,,,,,
1154,car,0.71,54,1424,324,1512,383,,,,,,
1154,car,0.61,57,1340,324,1395,355,,,,,,
1155,car,0.78,55,1149,312,1213,360,,,,,,
1155,person,0.92,59,181,247,288,488,,,,,,
1155,person,0.86,62,69,260,161,483,,,,,,
1155,car,0.7,51,1303,319,1343,349,,,,,,
1155,car,0.68,64,1249,315,1289,346,,,,,,
1155,car,0.7,54,1425,324,1513,384,,,,,,
1155,car,0.61,57,1340,324,1395,355,,,,,,
1156,car,0.77,55,1148,312,1213,360,,,,,,
1156,person,0.9,59,181,247,294,487,,,,,,
1156,person,0.86,62,73,263,165,481,,,,,,
1156,car,0.69,51,1303,319,1343,349,,,,,,
1156,car,0.67,64,1249,315,1289,346,,,,,,
1156,car,0.68,54,1424,324,1512,383,,,,,,
1156,car,0.61,57,1340,324,1395,355,,,,,,
1157,car,0.77,55,1148,312,1213,360,,,,,,
1157,person,0.9,59,181,247,296,487,,,,,,
1157,person,0.86,62,75,264,166,481,,,,,,
1157,car,0.69,51,1303,319,1343,349,,,,,,
1157,car,0.67,64,1249,315,1289,346,,,,,,
1157,car,0.68,54,1424,324,1512,382,,,,,,
1157,car,0.61,57,1340,324,1395,355,,,,,,
