frame,tipo_objeto,confianza,id_tracking,x1,y1,x2,y2,mx1,my1,mx2,my2,plate_text,plate_conf
945,person,0.61,81,926,296,949,361,,,,,,
945,car,0.75,409,1153,306,1212,355,,,,,,
945,car,0.71,462,1303,320,1343,349,,,,,,
945,car,0.61,469,1341,324,1395,355,,,,,,
945,car,0.59,476,1391,324,1448,364,1391.0,344.0,1433.0,370.0,,0.46
945,car,0.55,478,1428,325,1514,383,,,,,,
946,person,0.58,81,927,296,949,361,,,,,,
946,car,0.73,409,1152,306,1212,356,,,,,,
946,car,0.71,462,1303,320,1343,349,,,,,,
946,car,0.61,469,1341,324,1395,355,,,,,,
946,car,0.59,476,1390,324,1448,364,1390.0,344.0,1433.0,368.0,,0.54
946,car,0.55,478,1439,326,1513,383,,,,,,
947,person,0.57,81,927,296,948,361,,,,,,
947,car,0.74,409,1152,306,1213,356,,,,,,
947,car,0.71,462,1303,320,1343,349,,,,,,
947,car,0.61,469,1341,324,1395,355,,,,,,
947,car,0.59,476,1391,324,1448,364,1391.0,344.0,1433.0,370.0,,0.47
947,car,0.55,478,1443,326,1513,383,,,,,,
948,person,0.56,81,928,298,950,362,,,,,,
948,car,0.74,409,1152,306,1213,356,,,,,,
948,car,0.7,462,1303,320,1343,349,,,,,,
948,car,0.61,469,1341,324,1395,355,,,,,,
948,car,0.59,476,1391,324,1449,364,1391.0,342.0,1432.0,369.0,,0.49
948,car,0.56,478,1444,326,1513,383,,,,,,
949,person,0.5,81,929,298,950,362,,,,,,
949,car,0.76,409,1151,306,1213,357,,,,,,
949,car,0.71,462,1303,320,1343,349,,,,,,
949,car,0.6,469,1341,324,1395,355,,,,,,
949,car,0.6,476,1391,324,1449,364,1391.0,342.0,1432.0,369.0,,0.41
949,car,0.55,478,1445,326,1513,383,,,,,,
950,person,0.44,81,929,298,951,362,,,,,,
950,car,0.77,409,1150,305,1214,357,,,,,,
950,car,0.71,462,1303,320,1343,349,,,,,,
950,car,0.6,469,1341,324,1395,355,,,,,,
950,car,0.6,476,1391,324,1449,364,1391.0,342.0,1432.0,369.0,,0.42
950,car,0.56,478,1444,327,1513,383,,,,,,
951,person,0.44,81,931,295,959,362,,,,,,
951,car,0.74,409,1150,305,1214,357,,,,,,
951,car,0.71,462,1303,320,1343,349,,,,,,
951,car,0.6,469,1341,324,1395,355,,,,,,
951,car,0.6,476,1391,324,1448,364,,,,,,
951,car,0.54,478,1444,327,1513,383,,,,,,
952,person,0.51,81,932,292,963,362,,,,,,
952,car,0.75,409,1150,305,1214,357,,,,,,
952,car,0.71,462,1303,320,1343,349,,,,,,
952,car,0.6,469,1341,324,1396,355,,,,,,
952,car,0.61,476,1391,324,1448,364,,,,,,
952,car,0.54,478,1444,327,1513,383,,,,,,
953,person,0.53,81,932,291,964,362,,,,,,
953,car,0.75,409,1149,305,1214,358,,,,,,
953,car,0.71,462,1303,320,1343,349,,,,,,
953,car,0.6,469,1341,324,1396,355,,,,,,
953,car,0.61,476,1391,324,1448,364,,,,,,
953,car,0.55,478,1444,327,1513,383,,,,,,
954,person,0.54,81,932,291,963,362,,,,,,
954,car,0.75,409,1148,305,1214,358,,,,,,
954,car,0.71,462,1303,320,1343,349,,,,,,
954,car,0.61,469,1341,324,1396,355,,,,,,
954,car,0.61,476,1391,324,1448,364,1391.0,343.0,1433.0,369.0,,0.44
954,car,0.55,478,1444,327,1513,383,,,,,,
955,person,0.54,81,933,291,962,361,,,,,,
955,car,0.75,409,1147,305,1214,359,,,,,,
955,car,0.71,462,1303,320,1343,349,,,,,,
955,car,0.61,469,1341,324,1396,355,,,,,,
955,car,0.61,476,1391,324,1448,364,,,,,,
955,car,0.54,478,1444,327,1513,383,,,,,,
956,person,0.54,81,933,292,962,362,,,,,,
956,car,0.75,409,1147,305,1213,359,,,,,,
956,car,0.72,462,1303,320,1343,349,,,,,,
956,car,0.61,469,1341,324,1396,355,,,,,,
956,car,0.61,476,1391,323,1448,364,1391.0,343.0,1433.0,369.0,,0.41
956,car,0.55,478,1444,327,1513,383,,,,,,
957,person,0.55,81,934,292,963,361,,,,,,
957,car,0.75,409,1146,305,1213,360,,,,,,
957,car,0.72,462,1303,320,1343,349,,,,,,
957,car,0.61,469,1341,324,1396,355,,,,,,
957,car,0.61,476,1391,324,1448,364,1391.0,344.0,1433.0,369.0,,0.42
957,car,0.55,478,1444,326,1513,383,,,,,,
958,person,0.58,81,934,292,963,361,,,,,,
958,car,0.78,409,1145,306,1213,360,,,,,,
958,car,0.73,462,1303,320,1343,349,,,,,,
958,car,0.61,469,1340,324,1395,355,,,,,,
958,car,0.61,476,1391,323,1448,364,,,,,,
958,car,0.54,478,1444,326,1513,383,,,,,,
959,person,0.58,81,934,293,962,362,,,,,,
959,car,0.78,409,1145,305,1213,361,,,,,,
959,car,0.72,462,1303,320,1343,349,,,,,,
959,car,0.62,469,1341,324,1395,355,,,,,,
959,car,0.61,476,1391,323,1448,364,,,,,,
959,car,0.55,478,1443,326,1513,383,,,,,,
960,person,0.55,81,934,293,960,362,,,,,,
960,car,0.8,409,1144,305,1213,361,,,,,,
960,car,0.72,462,1303,320,1343,349,,,,,,
960,car,0.62,469,1341,324,1396,355,,,,,,
960,car,0.61,476,1391,324,1448,364,1391.0,344.0,1433.0,369.0,,0.42
960,car,0.53,478,1444,326,1513,383,,,,,,
961,person,0.53,81,934,294,957,362,,,,,,
961,car,0.79,409,1144,305,1212,362,,,,,,
961,car,0.73,462,1303,320,1343,349,,,,,,
961,car,0.62,469,1341,324,1395,354,,,,,,
961,car,0.59,476,1391,323,1448,364,1391.0,344.0,1433.0,369.0,,0.43
961,car,0.53,478,1445,326,1513,383,,,,,,
962,person,0.54,81,934,294,956,362,,,,,,
962,car,0.81,409,1143,305,1212,362,,,,,,
962,car,0.73,462,1303,320,1343,349,,,,,,
962,car,0.62,469,1342,324,1395,354,,,,,,
962,car,0.59,476,1390,323,1448,364,,,,,,
962,car,0.55,478,1444,327,1513,383,,,,,,
963,person,0.54,81,934,294,956,362,,,,,,
963,car,0.8,409,1142,305,1212,362,,,,,,
963,car,0.73,462,1303,320,1343,349,,,,,,
963,car,0.63,469,1342,324,1395,354,,,,,,
963,car,0.59,476,1390,323,1448,364,,,,,,
963,car,0.55,478,1444,327,1513,383,,,,,,
964,person,0.58,81,934,294,956,362,,,,,,
964,car,0.82,409,1141,305,1212,362,,,,,,
964,car,0.73,462,1303,320,1343,349,,,,,,
964,car,0.63,469,1342,324,1395,354,,,,,,
964,car,0.6,476,1390,323,1448,364,,,,,,
964,car,0.53,478,1444,327,1513,383,,,,,,
965,person,0.59,81,934,294,956,362,,,,,,
965,car,0.8,409,1141,305,1211,363,,,,,,
965,car,0.73,462,1303,320,1343,349,,,,,,
965,car,0.62,469,1342,324,1395,354,,,,,,
965,car,0.6,476,1390,323,1448,364,1390.0,345.0,1432.0,368.0,,0.41
965,car,0.54,478,1445,327,1513,383,,,,,,
966,person,0.63,81,933,294,955,362,,,,,,
966,car,0.82,409,1140,305,1209,363,,,,,,
966,car,0.72,462,1303,320,1343,349,,,,,,
966,car,0.61,469,1342,324,1395,354,,,,,,
966,car,0.59,476,1390,323,1448,364,,,,,,
966,car,0.53,478,1445,327,1513,383,,,,,,
967,person,0.66,81,933,294,955,362,,,,,,
967,car,0.83,409,1139,306,1208,364,,,,,,
967,car,0.71,462,1303,320,1343,349,,,,,,
967,car,0.62,469,1342,324,1395,354,,,,,,
967,car,0.6,476,1390,323,1448,364,,,,,,
967,car,0.55,478,1445,327,1513,383,,,,,,
967,person,0.41,413,953,296,973,360,,,,,,
968,person,0.71,81,932,294,955,362,,,,,,
968,car,0.82,409,1138,306,1207,364,,,,,,
968,car,0.71,462,1303,320,1343,349,,,,,,
968,car,0.61,469,1342,324,1395,354,,,,,,
968,car,0.59,476,1390,323,1448,364,,,,,,
968,car,0.53,478,1445,327,1513,383,,,,,,
968,person,0.4,413,953,295,974,359,,,,,,
969,person,0.74,81,932,294,955,362,,,,,,
969,car,0.8,409,1136,306,1207,365,,,,,,
969,car,0.72,462,1303,320,1344,349,,,,,,
969,car,0.61,469,1342,324,1395,354,,,,,,
969,car,0.59,476,1390,323,1448,364,,,,,,
969,car,0.54,478,1445,327,1513,383,,,,,,
970,person,0.74,81,932,294,955,362,,,,,,
970,car,0.81,409,1135,306,1207,366,,,,,,
970,car,0.71,462,1303,320,1344,349,,,,,,
970,car,0.61,469,1342,324,1395,354,,,,,,
970,car,0.59,476,1390,323,1448,364,1390.0,345.0,1432.0,368.0,,0.47
970,car,0.52,478,1446,327,1513,383,,,,,,
970,person,0.4,413,953,296,974,360,,,,,,
971,person,0.71,81,932,294,955,362,,,,,,
971,car,0.8,409,1133,306,1206,366,,,,,,
971,car,0.71,462,1303,320,1344,349,,,,,,
971,car,0.6,469,1342,324,1395,354,,,,,,
971,car,0.58,476,1390,323,1448,364,,,,,,
971,car,0.52,478,1445,327,1513,383,,,,,,
972,person,0.7,81,931,294,955,362,,,,,,
972,car,0.8,409,1131,305,1206,366,,,,,,
972,car,0.71,462,1303,320,1344,349,,,,,,
972,car,0.6,469,1342,324,1395,354,,,,,,
972,car,0.58,476,1390,323,1449,364,1390.0,346.0,1433.0,368.0,,0.48
972,car,0.53,478,1445,327,1513,383,,,,,,
973,person,0.69,81,932,294,956,362,,,,,,
973,car,0.81,409,1129,305,1206,367,,,,,,
973,car,0.72,462,1303,320,1343,349,,,,,,
973,car,0.6,469,1341,324,1395,355,,,,,,
973,car,0.58,476,1390,323,1448,364,1390.0,345.0,1433.0,369.0,,0.43
973,car,0.52,478,1445,326,1513,383,,,,,,
974,person,0.65,81,933,293,956,361,,,,,,
974,car,0.81,409,1128,305,1205,367,,,,,,
974,car,0.73,462,1303,320,1343,349,,,,,,
974,car,0.6,469,1341,324,1395,355,,,,,,
974,car,0.59,476,1390,323,1448,364,,,,,,
974,car,0.52,478,1445,326,1513,383,,,,,,
975,person,0.63,81,933,293,956,361,,,,,,
975,car,0.8,409,1127,305,1205,368,,,,,,
975,car,0.72,462,1303,320,1343,349,,,,,,
975,car,0.6,469,1341,324,1395,355,,,,,,
975,car,0.59,476,1390,323,1448,364,,,,,,
975,car,0.51,478,1432,324,1513,382,,,,,,
976,person,0.64,81,933,293,956,361,,,,,,
976,car,0.82,409,1126,304,1205,369,,,,,,
976,car,0.73,462,1303,320,1343,349,,,,,,
976,car,0.6,469,1340,324,1395,355,,,,,,
976,car,0.6,476,1391,323,1448,364,,,,,,
976,car,0.58,478,1428,323,1513,382,,,,,,
976,car,0.74,516,1855,419,1919,556,,,,,,
977,person,0.65,81,933,293,955,361,,,,,,
977,car,0.82,409,1124,304,1205,370,,,,,,
977,car,0.73,462,1303,320,1343,349,,,,,,
977,car,0.61,469,1340,324,1395,355,,,,,,
977,car,0.61,476,1390,323,1448,364,,,,,,
977,car,0.57,478,1426,323,1513,381,,,,,,
977,car,0.86,516,1833,408,1919,551,,,,,,
977,car,0.42,517,1259,309,1292,341,,,,,,
978,person,0.64,81,933,293,955,361,,,,,,
978,car,0.83,409,1123,304,1204,370,,,,,,
978,car,0.74,462,1303,320,1342,349,,,,,,
978,car,0.61,469,1340,324,1395,355,,,,,,
978,car,0.6,476,1390,323,1448,364,,,,,,
978,car,0.58,478,1425,322,1513,381,,,,,,
978,car,0.82,516,1810,389,1919,543,,,,,,
978,car,0.42,517,1259,309,1293,341,,,,,,
979,person,0.6,81,933,293,955,361,,,,,,
979,car,0.83,409,1122,304,1204,371,,,,,,
979,car,0.73,462,1303,320,1342,349,,,,,,
979,car,0.61,469,1340,324,1395,355,,,,,,
979,car,0.6,476,1390,323,1448,364,,,,,,
979,car,0.58,478,1425,322,1513,381,,,,,,
979,car,0.89,516,1786,368,1919,537,,,,,,
979,car,0.43,517,1259,309,1295,341,,,,,,
980,person,0.61,81,933,293,955,361,,,,,,
980,car,0.8,409,1120,304,1203,371,,,,,,
980,car,0.73,462,1303,320,1342,349,,,,,,
980,car,0.61,469,1340,324,1395,355,,,,,,
980,car,0.61,476,1390,323,1448,364,,,,,,
980,car,0.56,478,1425,322,1513,381,,,,,,
980,car,0.88,516,1763,354,1919,533,,,,,,
980,car,0.43,517,1259,309,1297,341,,,,,,
981,person,0.64,81,933,293,955,361,,,,,,
981,car,0.83,409,1118,303,1202,372,,,,,,
981,car,0.73,462,1303,320,1343,349,,,,,,
981,car,0.61,469,1340,324,1395,355,,,,,,
981,car,0.61,476,1390,323,1448,364,,,,,,
981,car,0.61,478,1425,322,1513,382,,,,,,
981,car,0.89,516,1743,343,1919,531,,,,,,
981,car,0.45,517,1259,309,1298,340,,,,,,
982,person,0.64,81,932,294,954,361,,,,,,
982,car,0.83,409,1116,303,1201,372,,,,,,
982,car,0.72,462,1303,320,1343,349,,,,,,
982,car,0.61,469,1340,324,1395,355,,,,,,
982,car,0.61,476,1390,323,1448,364,,,,,,
982,car,0.6,478,1425,322,1513,382,,,,,,
982,car,0.9,516,1723,339,1919,542,,,,,,
982,car,0.46,517,1259,309,1299,340,,,,,,
983,person,0.64,81,932,294,954,361,,,,,,
983,car,0.82,409,1114,302,1200,373,,,,,,
983,car,0.72,462,1303,320,1343,349,,,,,,
983,car,0.61,469,1340,324,1395,355,,,,,,
983,car,0.61,476,1391,323,1448,364,1391.0,343.0,1433.0,368.0,,0.41
983,car,0.61,478,1425,322,1513,382,,,,,,
983,car,0.92,516,1703,337,1919,550,,,,,,
983,car,0.42,517,1259,309,1299,340,1259.0,326.0,1285.0,345.0,,0.41
984,person,0.61,81,932,294,954,361,,,,,,
984,car,0.81,409,1113,302,1199,373,,,,,,
984,car,0.72,462,1303,320,1343,349,,,,,,
984,car,0.61,469,1340,324,1395,355,,,,,,
984,car,0.61,476,1390,323,1448,364,,,,,,
984,car,0.63,478,1425,322,1513,382,,,,,,
984,car,0.91,516,1685,334,1919,550,,,,,,
984,car,0.42,517,1259,309,1298,340,1259.0,326.0,1285.0,344.0,,0.46
984,person,0.42,413,952,294,972,359,,,,,,
985,person,0.56,81,932,294,955,360,,,,,,
985,car,0.8,409,1113,302,1199,374,,,,,,
985,car,0.72,462,1303,320,1343,349,,,,,,
985,car,0.61,469,1341,324,1395,355,,,,,,
985,car,0.59,476,1391,323,1448,363,,,,,,
985,car,0.64,478,1425,323,1513,382,,,,,,
985,car,0.91,516,1668,333,1919,544,,,,,,
985,person,0.5,413,953,294,973,359,,,,,,
986,person,0.56,81,932,294,955,360,,,,,,
986,car,0.83,409,1111,302,1199,375,,,,,,
986,car,0.72,462,1303,320,1343,349,,,,,,
986,car,0.59,469,1341,324,1395,355,,,,,,
986,car,0.59,476,1391,323,1448,363,,,,,,
986,car,0.64,478,1426,323,1513,382,,,,,,
986,car,0.91,516,1652,333,1919,537,,,,,,
986,person,0.5,413,953,294,973,358,,,,,,
987,person,0.56,81,933,295,954,360,,,,,,
987,car,0.77,409,1110,301,1198,376,,,,,,
987,car,0.72,462,1303,320,1343,349,,,,,,
987,car,0.59,469,1341,324,1395,355,,,,,,
987,car,0.6,476,1391,323,1448,363,,,,,,
987,car,0.63,478,1426,323,1513,382,,,,,,
987,car,0.92,516,1638,331,1919,531,,,,,,
987,person,0.46,413,953,293,973,357,,,,,,
988,person,0.59,81,933,296,954,360,,,,,,
988,car,0.78,409,1108,301,1198,376,,,,,,
988,car,0.72,462,1303,320,1343,349,,,,,,
988,car,0.6,469,1341,324,1396,355,,,,,,
988,car,0.59,476,1391,323,1448,363,,,,,,
988,car,0.61,478,1426,323,1513,382,,,,,,
988,car,0.91,516,1624,330,1919,524,,,,,,
988,person,0.45,413,953,293,973,356,,,,,,
989,person,0.61,81,933,296,954,360,,,,,,
989,car,0.79,409,1106,301,1199,377,,,,,,
989,car,0.71,462,1303,320,1343,349,,,,,,
989,car,0.59,469,1340,324,1396,355,,,,,,
989,car,0.58,476,1391,323,1449,363,,,,,,
989,car,0.62,478,1426,323,1513,382,,,,,,
989,car,0.91,516,1610,330,1919,520,,,,,,
989,person,0.45,413,953,293,973,355,,,,,,
990,person,0.62,81,933,296,955,360,,,,,,
990,car,0.78,409,1104,301,1199,377,,,,,,
990,car,0.72,462,1303,320,1343,349,,,,,,
990,car,0.6,469,1341,324,1396,355,,,,,,
990,car,0.59,476,1391,323,1448,363,,,,,,
990,car,0.61,478,1426,323,1513,382,,,,,,
990,car,0.9,516,1599,329,1919,519,,,,,,
991,person,0.63,81,932,296,955,360,,,,,,
991,car,0.79,409,1102,301,1198,377,,,,,,
991,car,0.72,462,1303,319,1343,349,,,,,,
991,car,0.6,469,1340,324,1396,355,,,,,,
991,car,0.58,476,1391,323,1448,363,,,,,,
991,car,0.62,478,1426,323,1513,382,,,,,,
991,car,0.9,516,1588,328,1919,514,,,,,,
992,person,0.61,81,932,296,955,360,,,,,,
992,car,0.79,409,1100,300,1197,378,,,,,,
992,car,0.73,462,1303,319,1343,349,,,,,,
992,car,0.59,469,1340,324,1396,355,,,,,,
992,car,0.58,476,1391,323,1449,363,1391.0,344.0,1433.0,368.0,,0.4
992,car,0.61,478,1426,323,1513,382,,,,,,
992,car,0.91,516,1576,328,1917,509,,,,,,
992,person,0.45,413,953,292,972,353,,,,,,
993,person,0.57,81,932,296,954,360,,,,,,
993,car,0.75,409,1098,300,1197,379,,,,,,
993,car,0.72,462,1303,319,1343,349,,,,,,
993,car,0.59,469,1340,324,1396,355,,,,,,
993,car,0.58,476,1391,323,1449,363,1391.0,343.0,1432.0,368.0,,0.4
993,car,0.61,478,1426,323,1513,382,,,,,,
993,car,0.9,516,1565,328,1901,505,,,,,,
993,person,0.46,413,952,293,972,353,,,,,,
994,person,0.59,81,931,295,954,360,,,,,,
994,car,0.79,409,1096,300,1196,381,,,,,,
994,car,0.72,462,1303,319,1343,349,,,,,,
994,car,0.59,469,1340,324,1396,355,,,,,,
994,car,0.58,476,1391,323,1448,363,,,,,,
994,car,0.63,478,1426,323,1513,382,,,,,,
994,car,0.9,516,1557,328,1881,501,,,,,,
994,person,0.49,413,951,293,972,353,,,,,,
995,person,0.57,81,931,295,954,360,,,,,,
995,car,0.8,409,1094,300,1195,383,,,,,,
995,car,0.72,462,1303,319,1343,349,,,,,,
995,car,0.59,469,1340,324,1395,355,,,,,,
995,car,0.59,476,1391,323,1448,363,,,,,,
995,car,0.6,478,1426,323,1513,382,,,,,,
995,car,0.91,516,1545,328,1859,497,,,,,,
995,person,0.5,413,951,292,972,354,,,,,,
996,person,0.52,81,931,295,953,360,,,,,,
996,car,0.75,409,1092,299,1193,383,,,,,,
996,car,0.73,462,1303,319,1343,349,,,,,,
996,car,0.59,469,1340,324,1395,355,,,,,,
996,car,0.59,476,1391,323,1448,363,,,,,,
996,car,0.53,478,1426,323,1513,382,,,,,,
996,car,0.91,516,1537,329,1839,493,1729.0,438.0,1784.0,453.0,,0.43
996,person,0.47,413,951,292,972,354,,,,,,
997,person,0.53,81,931,296,953,360,,,,,,
997,car,0.75,409,1089,299,1192,385,,,,,,
997,car,0.73,462,1303,319,1343,349,,,,,,
997,car,0.61,469,1340,324,1395,355,,,,,,
997,car,0.59,476,1391,323,1448,363,,,,,,
997,car,0.47,478,1425,321,1512,382,,,,,,
997,car,0.91,516,1527,329,1819,489,,,,,,
998,person,0.56,81,931,297,952,360,,,,,,
998,car,0.83,409,1086,298,1191,386,,,,,,
998,car,0.73,462,1303,319,1343,349,,,,,,
998,car,0.6,469,1340,324,1395,355,,,,,,
998,car,0.6,476,1391,323,1448,363,,,,,,
998,car,0.47,478,1425,321,1512,382,,,,,,
998,car,0.92,516,1520,329,1800,485,,,,,,
998,person,0.41,413,951,293,972,354,,,,,,
999,person,0.55,81,931,298,952,360,,,,,,
999,car,0.76,409,1084,298,1190,387,,,,,,
999,car,0.73,462,1303,320,1343,349,,,,,,
999,car,0.6,469,1340,324,1395,355,,,,,,
999,car,0.61,476,1390,323,1448,363,1390.0,344.0,1433.0,368.0,,0.51
999,car,0.5,478,1425,321,1512,382,,,,,,
999,car,0.92,516,1512,329,1782,481,,,,,,
999,person,0.41,413,951,294,972,355,,,,,,
1000,person,0.57,81,931,298,951,359,,,,,,
1000,car,0.76,409,1083,297,1190,388,,,,,,
1000,car,0.72,462,1303,320,1343,349,,,,,,
1000,car,0.59,469,1340,324,1395,355,,,,,,
1000,car,0.61,476,1390,323,1448,363,1390.0,344.0,1432.0,368.0,,0.55
1000,car,0.52,478,1425,322,1500,382,,,,,,
1000,car,0.93,516,1503,328,1765,476,,,,,,
1000,person,0.48,413,951,294,972,355,,,,,,
1000,car,0.42,517,1259,310,1299,340,,,,,,
1001,person,0.54,81,931,297,951,359,,,,,,
1001,car,0.77,409,1080,297,1190,389,,,,,,
1001,car,0.71,462,1303,320,1343,349,,,,,,
1001,car,0.59,469,1340,324,1395,355,,,,,,
1001,car,0.6,476,1390,323,1448,363,1390.0,344.0,1433.0,368.0,,0.54
1001,car,0.57,478,1426,322,1509,383,,,,,,
1001,car,0.9,516,1497,327,1748,472,,,,,,
1001,person,0.47,413,950,294,972,355,,,,,,
1001,car,0.42,517,1259,310,1299,340,,,,,,
1002,person,0.48,81,931,297,950,359,,,,,,
1002,car,0.83,409,1078,297,1189,390,,,,,,
1002,car,0.71,462,1303,320,1343,349,,,,,,
1002,car,0.59,469,1340,324,1395,355,,,,,,
1002,car,0.6,476,1390,323,1448,363,1390.0,344.0,1432.0,368.0,,0.54
1002,car,0.57,478,1426,322,1513,382,,,,,,
1002,car,0.92,516,1490,328,1734,468,,,,,,
1002,person,0.47,413,949,294,971,355,,,,,,
1002,car,0.4,517,1259,310,1299,340,,,,,,
1003,person,0.49,81,931,297,950,359,,,,,,
1003,car,0.81,409,1075,297,1188,391,,,,,,
1003,car,0.71,462,1303,320,1343,349,,,,,,
1003,car,0.6,469,1340,324,1395,355,,,,,,
1003,car,0.6,476,1390,323,1447,363,1390.0,342.0,1432.0,371.0,,0.42
1003,car,0.63,478,1426,323,1513,382,,,,,,
1003,car,0.92,516,1482,329,1720,466,,,,,,
1003,person,0.43,413,949,293,971,355,,,,,,
1003,car,0.41,517,1258,311,1299,340,,,,,,
1004,person,0.51,81,931,297,949,359,,,,,,
1004,car,0.82,409,1072,297,1187,392,,,,,,
1004,car,0.71,462,1303,320,1343,349,,,,,,
1004,car,0.6,469,1340,324,1395,355,,,,,,
1004,car,0.6,476,1391,323,1447,363,1391.0,343.0,1433.0,369.0,,0.42
1004,car,0.56,478,1426,323,1511,382,,,,,,
1004,car,0.91,516,1476,328,1705,464,,,,,,
1004,car,0.44,517,1258,311,1299,340,,,,,,
1005,car,0.81,409,1069,296,1186,393,,,,,,
1005,car,0.71,462,1303,320,1343,349,,,,,,
1005,car,0.6,469,1341,324,1395,355,,,,,,
1005,car,0.6,476,1391,323,1447,363,1391.0,343.0,1432.0,369.0,,0.43
1005,car,0.58,478,1426,324,1509,381,,,,,,
1005,car,0.87,516,1471,327,1692,461,,,,,,
1005,car,0.42,517,1258,311,1299,340,,,,,,
1006,car,0.79,409,1066,296,1185,394,,,,,,
1006,car,0.7,462,1303,320,1343,349,,,,,,
1006,car,0.6,469,1341,324,1395,355,,,,,,
1006,car,0.59,476,1391,323,1447,363,1391.0,344.0,1432.0,368.0,,0.49
1006,car,0.69,478,1426,324,1507,381,,,,,,
1006,car,0.91,516,1464,327,1680,457,,,,,,
1006,car,0.42,517,1258,311,1298,340,,,,,,
1007,car,0.82,409,1063,296,1184,395,,,,,,
1007,car,0.71,462,1303,320,1343,349,,,,,,
1007,car,0.61,469,1341,324,1395,355,,,,,,
1007,car,0.59,476,1390,323,1447,363,1390.0,342.0,1432.0,371.0,,0.41
1007,car,0.58,478,1425,324,1508,380,,,,,,
1007,car,0.91,516,1460,328,1667,454,,,,,,
1007,car,0.45,517,1257,310,1298,340,,,,,,
1008,car,0.87,409,1059,295,1183,397,,,,,,
1008,car,0.72,462,1303,320,1343,349,,,,,,
1008,car,0.61,469,1341,324,1395,355,,,,,,
1008,car,0.59,476,1390,323,1447,363,1390.0,342.0,1432.0,370.0,,0.4
1008,car,0.56,478,1425,323,1491,379,,,,,,
1008,car,0.9,516,1455,326,1656,451,,,,,,
1008,car,0.42,517,1257,310,1297,340,,,,,,
1009,car,0.84,409,1055,295,1181,398,,,,,,
1009,car,0.73,462,1303,320,1343,349,,,,,,
1009,car,0.62,469,1341,324,1395,355,,,,,,
1009,car,0.57,476,1391,323,1448,363,1391.0,342.0,1432.0,368.0,,0.48
1009,car,0.54,478,1424,324,1481,378,,,,,,
1009,car,0.87,516,1448,326,1646,449,,,,,,
1009,car,0.48,517,1258,311,1297,340,,,,,,
1010,car,0.84,409,1053,295,1180,400,1096.0,370.0,1129.0,380.0,,0.46
1010,car,0.73,462,1303,320,1343,349,,,,,,
1010,car,0.63,469,1340,324,1395,355,,,,,,
1010,car,0.6,476,1391,323,1449,363,1391.0,343.0,1432.0,368.0,,0.48
1010,car,0.55,478,1425,323,1487,380,,,,,,
1010,car,0.9,516,1444,325,1635,447,,,,,,
1010,car,0.51,517,1258,311,1297,340,,,,,,
1011,car,0.84,409,1049,295,1179,401,1093.0,370.0,1126.0,381.0,,0.69
1011,car,0.73,462,1303,320,1343,349,,,,,,
1011,car,0.62,469,1340,324,1395,355,,,,,,
1011,car,0.64,476,1390,323,1449,365,1390.0,342.0,1432.0,368.0,,0.49
1011,car,0.89,516,1439,325,1626,444,,,,,,
1011,car,0.5,517,1258,310,1297,340,,,,,,
1012,car,0.87,409,1046,295,1178,403,1092.0,372.0,1124.0,383.0,,0.58
1012,car,0.73,462,1303,320,1343,349,,,,,,
1012,car,0.62,469,1340,324,1395,355,,,,,,
1012,car,0.63,476,1390,323,1450,366,1390.0,342.0,1432.0,368.0,,0.5
1012,car,0.9,516,1434,325,1616,442,,,,,,
1012,car,0.53,517,1258,310,1297,340,,,,,,
1013,car,0.86,409,1042,295,1176,404,,,,,,
1013,car,0.74,462,1303,320,1343,349,,,,,,
1013,car,0.62,469,1340,324,1395,355,,,,,,
1013,car,0.62,476,1391,323,1450,367,1391.0,345.0,1433.0,369.0,,0.48
1013,car,0.89,516,1430,325,1607,439,,,,,,
1013,car,0.51,517,1258,310,1298,340,,,,,,
1014,car,0.85,409,1037,295,1175,406,,,,,,
1014,car,0.74,462,1303,320,1343,349,,,,,,
1014,car,0.63,469,1340,324,1395,355,,,,,,
1014,car,0.62,476,1392,323,1449,365,1392.0,343.0,1433.0,369.0,,0.47
1014,car,0.88,516,1428,324,1599,438,,,,,,
1014,car,0.51,517,1258,310,1296,340,,,,,,
1015,car,0.83,409,1032,295,1174,407,,,,,,
1015,car,0.74,462,1303,320,1343,349,,,,,,
1015,car,0.62,469,1340,324,1395,355,,,,,,
1015,car,0.57,476,1393,325,1448,365,1393.0,343.0,1433.0,368.0,,0.45
1015,car,0.86,516,1427,324,1590,435,,,,,,
1015,car,0.48,517,1258,310,1295,340,,,,,,
1016,car,0.85,409,1028,294,1173,409,,,,,,
1016,car,0.74,462,1303,320,1343,349,,,,,,
1016,car,0.62,469,1340,324,1395,355,,,,,,
1016,car,0.48,476,1392,324,1443,364,,,,,,
1016,car,0.85,516,1423,325,1583,434,,,,,,
1016,car,0.51,517,1258,309,1294,340,,,,,,
1017,car,0.86,409,1024,294,1171,410,1071.0,376.0,1107.0,388.0,,0.44
1017,car,0.74,462,1303,320,1343,349,,,,,,
1017,car,0.62,469,1340,324,1395,355,,,,,,
1017,car,0.54,476,1391,324,1444,363,,,,,,
1017,car,0.84,516,1417,324,1576,431,,,,,,
1017,car,0.46,517,1258,309,1294,340,,,,,,
1018,car,0.85,409,1020,294,1169,412,,,,,,
1018,car,0.74,462,1303,320,1343,349,,,,,,
1018,car,0.61,469,1341,324,1395,355,,,,,,
